Institution_Symbol	Item_Holding_Location	Item_Permanent_Shelving_Location	Item_Temporary_Shelving_Location	Item_Type	Item_Call_Number	Item_Enumeration_and_Chronology	Author_Name	Title	LHR_Item_Materials_Specified	Material_Format	OCLC_Number	Title_ISBN	Publication_Date	Item_Barcode	LHR_Item_Cost	LHR_Item_Nonpublic_Note	LHR_Item_Public_Note	Item_Status_Current_Status	Item_Due_Date	Item_Issued_Count	Issued_Count_YTD	Item_Soft_Issued_Count	Item_Soft_Issued_Count_YTD	Item_Last_Issued_Date	Item_Last_Inventoried_Date	Item_Deleted_Date	LHR_Date_Entered_on_File	LHR_Item_Acquired_Date	Language_Code	LHR_Item_Call_Number_Normalized
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Corless-Smith, Martin	Golden satellite debris		otr	0			PLEB-795				AVAILABLE		1	0	0	0	2025-08-12					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Petkov, Vesselin	Geometry of the generalized geodesic flow and inverse spectral problems		otr	0			PLEB-796				AVAILABLE		1	0	0	0	2025-09-25					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Souza, Laura	The Devil and the land of the holy cross : witchcraft, slavery, and popular religion in colonial Brazil		otr	0			PLEB-797				AVAILABLE		1	0	0	0	2025-08-07					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Lawhon, Ariel	The frozen river : a novel		otr	0			PLEB-798				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Monicat, Bénédicte	Écrits de femmes et livres d'instruction au XIXe siècle : aux frontières des savoirs		otr	0			PLEB-799				AVAILABLE		1	0	0	0	2025-08-11					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			South, Nigel	Routledge international handbook of green criminology		otr	0			PLEB-80				AVAILABLE		1	0	0	0	2024-08-27					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Nomis, Anne O.	The history & arts of the dominatrix /		otr	0			PLEB-800				AVAILABLE		1	0	0	0	2025-08-07					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Heller, Michael	Speaking the estranged : essays on the work of George Oppen		otr	0			PLEB-801				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Creswell, John & Plano Clark, Vicki	Designing and conducting mixed methods research		otr	0			PLEB-802				AVAILABLE		1	0	0	0	2025-08-11					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Erber, Pedro	Breaching the frame : the rise of contemporary art in Brazil and Japan		otr	0			PLEB-805				AVAILABLE		1	0	0	0	2025-08-18					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Joyce, Patrick	The rule of freedom : liberalism and the modern city		otr	0			PLEB-806				AVAILABLE		1	0	0	0	2025-08-18					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Bassols, Narciso	Debates y propuestas de Narcisco Bassols : antología		otr	0			PLEB-807				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Filonik, Jakub	The making of identities in Athenian oratory		otr	0			PLEB-808				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Olick, Jeffrey	The collective memory reader		otr	0			PLEB-809				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Zweig, Arnold	The face of East European Jewry		otr	0			PLEB-81				AVAILABLE		1	0	0	0	2024-08-27					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Pritchard, David	The Athenian Funeral Oration: After Nicole Loraux		otr	0			PLEB-810				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Low, Polly	Cultures of commemoration : war memorials, ancient and modern		otr	0			PLEB-811				AVAILABLE		1	0	0	0	2025-08-24					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Marincola, John	Authority and tradition in ancient historiography		otr	0			PLEB-812				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Roisman, Joseph	The rhetoric of manhood : masculinity in the Attic orators		otr	0			PLEB-813				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Steinbock, Bernd	Social memory in Athenian public discourse : uses and meanings of the past		otr	0			PLEB-814				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Dunn, Thomas	Queerly remembered : rhetorics for representing the GLBTQ past		otr	0			PLEB-815				AVAILABLE		1	0	0	0	2025-08-15					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Holloway, Travis	How to live at the end of the world : theory, art, and politics for the Anthropocene		otr	0			PLEB-816				AVAILABLE		1	0	0	0	2025-08-13					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Seed, Patricia	To love, honor, and obey in colonial Mexico : conflicts over marriage choice, 1574-1821		otr	0			PLEB-817				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Souza, Laura	The Devil and the land of the holy cross : witchcraft, slavery, and popular religion in colonial Brazil		otr	0			PLEB-818				AVAILABLE		1	0	0	0	2025-08-21					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Wolfe, Charles	Modern radio advertising.		otr	0			PLEB-819				AVAILABLE		1	0	0	0	2025-08-14					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Tarnoff, Ben	Voices from the Valley : tech workers talk about what they do--and how they do it		otr	0			PLEB-82				AVAILABLE		1	0	0	0	2024-09-03					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Boyne, John	The thief of time		otr	0			PLEB-820				AVAILABLE		1	0	0	0	2025-08-20					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Rundell, Katherine	Super-infinite : the transformations of John Donne		otr	0			PLEB-821				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Horton, H	The rhetoric of death and discipleship in premodern Japan : Sōchō's Death of Sōgi and Kikaku's Death of Master Bashō		otr	0			PLEB-822				AVAILABLE		1	0	0	0	2025-08-20					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Spooner, James	The high desert		otr	0			PLEB-823				AVAILABLE		1	0	0	0	2025-09-25					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Cunning, David	Cavendish		otr	0			PLEB-824				AVAILABLE		1	0	0	0	2025-08-20					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Hanh, Thich	Teachings On Love		otr	0			PLEB-826				AVAILABLE		1	0	0	0	2025-08-20					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			McClure, Wendy	The Wilder life : my adventures in the lost world of Little house on the prairie		otr	0			PLEB-829				AVAILABLE		1	0	0	0	2025-08-29					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Stewart, C	Manuscripts and Arabic-script writing in Africa		otr	0			PLEB-83				AVAILABLE		1	0	0	0	2024-09-04					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Miller, Sarah	Caroline : Little House, revisited		otr	0			PLEB-830				AVAILABLE		1	0	0	0	2025-08-28					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Acemoglu, Daron	Why nations fail : the origins of power, prosperity, and poverty		otr	0			PLEB-832				AVAILABLE		1	0	0	0	2025-09-03					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			July, Miranda	All fours		otr	0			PLEB-834				AVAILABLE		1	0	0	0	2025-08-21					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Deloria, Philip	Becoming Mary Sully : toward an American Indian abstract		otr	0			PLEB-835				AVAILABLE		1	0	0	0	2025-08-25					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Rick Huhn	The Sizzler: George Sisler, Baseball's Forgotten Great		otr	0			PLEB-836				AVAILABLE		1	0	0	0	2025-08-21					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Giugni, Marco	The Oxford handbook of political participation		otr	0			PLEB-837				AVAILABLE		1	0	0	0	2025-09-08					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Rodney, Walter	How Europe underdeveloped Africa		otr	0			PLEB-838				AVAILABLE		1	0	0	0	2025-09-03					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Pirie, Sally	Naptime at the O.K. Corral : Shane's beginner's guide to childhood ethnography		otr	0			PLEB-839				AVAILABLE		1	0	0	0	2025-08-25					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Onsman, Andrys	Defining indigeneity in the twenty-first century : a case study of the free Frisians		otr	0			PLEB-84				AVAILABLE		1	0	0	0	2024-09-09					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Carver, Terrell	Masculinities, Gender and International Relations.		otr	0			PLEB-840				AVAILABLE		1	0	0	0	2025-08-26					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Ruden, Sarah	Homeric hymns		otr	0			PLEB-841				AVAILABLE		1	0	0	0	2025-08-28					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Mark R. Anderson	The Battle for the Fourteenth Colony		otr	0			PLEB-842				AVAILABLE		1	0	0	0	2025-08-21					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Withington, Phil	Cultures of intoxication		otr	0			PLEB-843				AVAILABLE		1	0	0	0	2025-08-26					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Schwindt, Nicole	Maximilians Lieder : weltliche Musik in deutschen Landen um 1500		otr	0			PLEB-844				AVAILABLE		1	0	0	0	2025-08-23					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Heller, Michael	This constellation is a name : collected poems 1965-2010		otr	0			PLEB-845				AVAILABLE		1	0	0	0	2025-09-01					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Booth, Martin	The knotting poems		otr	0			PLEB-846				AVAILABLE		1	0	0	0	2025-09-01					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Kennedy, David	Necessary steps : poetry, elegy, walking, spirit		otr	0			PLEB-847				AVAILABLE		1	0	0	0	2025-09-01					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Breuilly, John	The Oxford handbook of the history of nationalism		otr	0			PLEB-848				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Nara Kokuritsu Hakubutsukan	Tokubetsuten josei to Bukkyō : inori to hohoemi		otr	0			PLEB-849				AVAILABLE		1	0	0	0	2025-08-27					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Ji, Cheng	The craft of gardens		otr	0			PLEB-850				AVAILABLE		1	0	0	0	2025-08-28					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Siegfried, Brandie and Sarasohn, Lisa	God and nature in the thought of Margaret Cavendish		otr	0			PLEB-851				AVAILABLE		1	0	0	0	2025-08-28					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Boyle, Deborah	The well-ordered universe : the philosophy of Margaret Cavendish		otr	0			PLEB-852				AVAILABLE		1	0	0	0	2025-09-02					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Aeschylus, Helene	Oresteia		otr	0			PLEB-855				AVAILABLE		1	0	0	0	2025-09-04					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Euripides, Stephen	Four plays : Medea, Hippolytus, Heracles, Bacchae		otr	0			PLEB-856				AVAILABLE		1	0	0	0	2025-09-04					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Martínez-San Miguel, Yolanda	Critical terms in Caribbean and Latin American thought : historical and institutional trajectories		otr	0			PLEB-858				AVAILABLE		1	0	0	0	2025-09-04					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Winks, Robin	Medieval Europe and the world : from late antiquity to modernity, 400-1500		otr	0			PLEB-859				AVAILABLE		1	0	0	0	2025-09-02					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Northouse, Peter	Leadership : theory and practice		otr	0			PLEB-86				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Clarke, P	The Keynesian revolution and its economic consequences : selected essays		otr	0			PLEB-860				AVAILABLE		1	0	0	0	2025-09-10					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Cooke, Paul	New directions in German cinema		otr	0			PLEB-861				AVAILABLE		1	0	0	0	2025-09-04					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Dunn, Rob	Never home alone : from microbes to millipedes, camel crickets, and honeybees, the natural history of where we live		otr	0			PLEB-862				AVAILABLE		1	0	0	0	2025-09-02					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Hamner, Earl	Goodnight, John-Boy		otr	0			PLEB-863				AVAILABLE		1	0	0	0	2025-09-11					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Young, Robert	Introduction to polymers		otr	0			PLEB-864				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Hansen, Paul	Antimicrobial Peptides Methods and Protocols		otr	0			PLEB-865				AVAILABLE		1	0	0	0	2025-09-11					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Feigenbaum, Anna	The data storytelling workbook		otr	0			PLEB-866				AVAILABLE		1	0	0	0	2025-09-05					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Young, Robert	Introduction to polymers		otr	0			PLEB-867				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Stoll, Deborah	Drop in : the gender rebels who changed the face of skateboarding		otr	0			PLEB-869				AVAILABLE		1	0	0	0	2025-09-18					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Sheeler, Jim	Obit. : inspiring stories of ordinary people who led extraordinary lives		otr	0			PLEB-87				AVAILABLE		1	0	0	0	2024-09-04					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			White, Edmund	Caracole.		otr	0			PLEB-870				AVAILABLE		1	0	0	0	2025-09-09					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Sanwal, R	Social stratification in rural Kumaon		otr	0			PLEB-871				AVAILABLE		1	0	0	0	2025-09-08					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Fanfani, Giovanni	Spinning fates and the song of the loom : the use of textiles, clothing and cloth production as metaphor, symbol and narrative device in greek and latin literature		otr	0			PLEB-873				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Dupuis, Margaret	Approaches to Teaching Shakespeare's The Taming of the Shrew		otr	0			PLEB-874				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			McPherson, Gary	The Oxford handbook of music education (Volume 2)		otr	0			PLEB-875				AVAILABLE		1	0	0	0	2025-09-11					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Gary McPherson	The Oxford Handbook of Music Education, Volume 1		otr	0			PLEB-876				AVAILABLE		1	0	0	0	2025-09-11					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Hirsch, Jennifer	Sexual citizens : a landmark study of sex, power, and assault on campus		otr	0			PLEB-877				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Anderson, Mike	The first six weeks of school		otr	0			PLEB-878				AVAILABLE		1	0	0	0	2025-09-21					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Kimmerer, Robin	The serviceberry : abundance and reciprocity in the natural world		otr	0			PLEB-879				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Westin, Anna	An Existential Phenomenology of Addiction		otr	0			PLEB-88				AVAILABLE		1	0	0	0	2024-09-17					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Ganieva, Ганиева, Алиса, Alisa	Bride and groom		otr	0			PLEB-881				AVAILABLE		1	0	0	0	2025-09-18					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Osborne, Dorothy	Dorothy Osborne : letters to Sir William Temple, 1652-54 : observations on love, literature, politics and religion		otr	0			PLEB-882				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Wisdom, Maria	How to mentor anyone in academia		otr	0			PLEB-884				AVAILABLE		1	0	0	0	2025-09-25					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Karen Detlefsen, Lisa Shapiro	The Routledge Handbook of Women and Early Modern European Philosophy		otr	0			PLEB-885				AVAILABLE		1	0	0	0	2025-09-19					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Donnell, Clayton	Breaking the fortress line 1914		otr	0			PLEB-886				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Spearman, Michael	The age of migrating ideas : early medieval art in Northern Britain and Ireland : proceedings of the Second International Conference on Insular Art held in the National Museums of Scotland in Edinburgh, 3-6 January 1991		otr	0			PLEB-887				AVAILABLE		1	0	0	0	2025-10-22					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Stack, Trudy	Sea change : the seascape in contemporary photography : Robert Adams, Tom Baril, Thomas Joshua Cooper, Lynn Davis, Liz Deschenes, Robbert Flick, Roni Horn, Stuart Klipper, Fernando La Rosa, John McWilliams, Tom Millea, Michael O'Brien, Doug and Mike Starn		otr	0			PLEB-889				AVAILABLE		1	0	0	0	2025-09-23					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Stahuljak, Zrinka	Fixers : agency, translation, and the early global history of literature		otr	0			PLEB-89				AVAILABLE		1	0	0	0	2024-09-05					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Montgomery, Lucy	Open knowledge institutions : reinventing universities		otr	0			PLEB-891				AVAILABLE		1	0	0	0	2025-09-23					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Weinbren, Daniel	The Open University : a history		otr	0			PLEB-892				AVAILABLE		1	0	0	0	2025-09-23					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Carnegie Endowment	The fourth revolution: instructional technology in higher education.		otr	0			PLEB-894				AVAILABLE		1	0	0	0	2025-09-30					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Dente, Leonard	Veblen's theory of social change		otr	0			PLEB-895				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Dumett, Raymond	El Dorado in West Africa : the gold-mining frontier, African labor, and colonial capitalism in the Gold Coast, 1875-1900		otr	0			PLEB-896				AVAILABLE		1	0	0	0	2025-09-24					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Andrews, Nathan	Gold mining and the discourses of corporate social responsibility in Ghana		otr	0			PLEB-897				AVAILABLE		1	0	0	0	2025-09-24					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Kentaro Miura	Berserk Deluxe Volume 1		otr	0			PLEB-898				AVAILABLE		1	0	0	0	2025-09-26					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Weinstein, David	The forgotten network : DuMont and the birth of American television		otr	0			PLEB-90				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Brustad, Kristen	The syntax of spoken Arabic : a comparative study of Moroccan, Egyptian, Syrian, and Kuwaiti dialects		otr	0			PLEB-900				AVAILABLE		1	0	0	0	2025-09-26					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Kim Chernin	The obsession : reflections on the tyranny of slenderness		otr	0			PLEB-901				AVAILABLE		1	0	0	0	2025-10-23					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			David Clark and Robert Talbert	Grading for Growth		otr	0			PLEB-902				AVAILABLE		1	0	0	0	2025-10-01					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Lucia, Salvatore	Wine as food and medicine.		otr	0			PLEB-904				AVAILABLE		1	0	0	0	2025-09-29					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Lucia, Salvatore	A history of wine as therapy.		otr	0			PLEB-905				AVAILABLE		1	0	0	0	2025-09-29					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Levins Morales, Aurora	The story of what is broken is whole : an Aurora Levins Morales reader		otr	0			PLEB-907				AVAILABLE		1	0	0	0	2025-10-02					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Aguilar, Mario	The politics of age and gerontocracy in Africa : ethnographies of the past & memories of the present		otr	0			PLEB-908				AVAILABLE		1	0	0	0	2025-10-05					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Moxley, Jennifer	For the good of all, do not destroy the birds		otr	0			PLEB-909				AVAILABLE		1	0	0	0	2025-10-13					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Herman, Judith	Trauma and recovery : the aftermath of violence--from domestic abuse to political terror		otr	0			PLEB-91				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Balkin, J	Memory and authority : the uses of history in constitutional interpretation		otr	0			PLEB-911				AVAILABLE		1	0	0	0	2025-10-06					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Pérez, Efrén	Diversity's child : people of color and the politics of identity		otr	0			PLEB-912				AVAILABLE		1	0	0	0	2025-10-07					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Emsley, J	Nature's building blocks An A-Z guide to the elements.		otr	0			PLEB-913				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Quinn-Sánchez, Kathryn	Non-normative sexualities in US Latinx and Latin American literature through a capitalist lens		otr	0			PLEB-915				AVAILABLE		1	0	0	0	2025-10-02					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Merla-Watson, Cathryn	Altermundos : Latin@ speculative literature, film, and popular culture		otr	0			PLEB-916				AVAILABLE		1	0	0	0	2025-10-07					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Casas, Bartolomé	En el quinto centenario de Bartolomé de las Casas.		otr	0			PLEB-917				AVAILABLE		1	0	0	0	2025-10-06					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Friede, Juan	Bartolomé de las Casas in history : toward an understanding of the man and his work		otr	0			PLEB-918				AVAILABLE		1	0	0	0	2025-10-06					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Berberi, Tammy	Worlds apart? : disability and foreign language learning		otr	0			PLEB-919				AVAILABLE		1	0	0	0	2025-10-02					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Scutts, Joanna	Hotbed : Bohemian Greenwich Village and the secret club that sparked modern feminism		otr	0			PLEB-92				AVAILABLE		1	0	0	0	2024-09-07					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Nelson Graburn	To Pray, Pay and Play: The Cultural Structure of Japanese Domestic Tourism		otr	0			PLEB-920				AVAILABLE		1	0	0	0	2025-11-20					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Nadelson, Reggie	Who is Angela Davis? : the biography of a revolutionary		otr	0			PLEB-921				AVAILABLE		1	0	0	0	2025-10-10					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Comella, Lynn	Vibrator nation : how feminist sex-toy stores changed the business of pleasure		otr	0			PLEB-922				AVAILABLE		1	0	0	0	2025-10-01					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Blakely, Robert	Bones in the basement : postmortem racism in nineteenth-century medical training		otr	0			PLEB-924				AVAILABLE		1	1	0	0	2026-01-23					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Bensaude-Vincent, Bernadette	A history of chemistry		otr	0			PLEB-925				AVAILABLE		1	0	0	0	2025-10-10					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Teer, Samuel	Brownstone		otr	0			PLEB-926				AVAILABLE		1	0	0	0	2025-10-07					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			León, Raina	Black god mother this body		otr	0			PLEB-927				AVAILABLE		1	0	0	0	2025-10-09					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Holnes, Darrel	Stepmotherland : poems		otr	0			PLEB-928				AVAILABLE		1	0	0	0	2025-10-07					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Ninnemann, John	San Juan bonanza : western Colorado's mining legacy		otr	0			PLEB-929				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Wolff, Richard	Contending economic theories : neoclassical, Keynesian, and Marxian		otr	0			PLEB-93				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Wei Wu	Esoteric Buddhism in China : Engaging Japanese and Tibetan Traditions, 1912-1949		otr	0			PLEB-930				AVAILABLE		1	0	0	0	2025-10-10					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Rogers, Holly	The mindful twenty-something : life skills to handle stress ... & everything else		otr	0			PLEB-932				AVAILABLE		0	0	0	0						otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Jarrell, Randall	No other book : selected essays		otr	0			PLEB-933				AVAILABLE		1	0	0	0	2025-10-06					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Patterson, Orlando	Die the long day		otr	0			PLEB-934				AVAILABLE		1	0	0	0	2025-10-14					otr	
PBU	PBUB	Circulation Desk - EZBorrow		CIRC_MANAGED			Harris, Jules	Zen beyond mindfulness : using Buddhist and modern psychology for transformational practice		otr	0			PLEB-935				AVAILABLE		1	0	0	0	2025-10-27					otr	
